,Country or Region,CodeNum,latitude,longitude,Rank,Score,GDP,Family,Health,Freedom,Generosity,Corruption,Year
745,Myanmar,104.0,21.916222,95.955971,129,4.3070000000000000,0.27108000000000000,0.70905,0.48246000000000000,0.44017,0.79588,0.19034,2015
751,Myanmar,104.0,21.916222,95.955971,119,4.395,0.34112,0.69981,0.3988,0.42692000000000000,0.81971,0.20243,2016
760,Myanmar,104.0,21.916222,95.955971,114,4.54500007629395,0.36711055040359500,1.12323594093323,0.397522568702698,0.514492034912109,0.8380751609802250,0.188816204667091,2017
770,Myanmar,104.0,21.916222,95.955971,130,4.308,0.682,1.1740000000000000,0.429,0.58,0.598,0.17800000000000000,2018
779,Myanmar,104.0,21.916222,95.955971,131,4.36,0.71,1.181,0.555,0.525,0.5660000000000000,0.172,2019
106,Burundi,108.0,-3.3730560000000000,29.918886000000000,157,2.905,0.0153,0.41587000000000000,0.22396,0.1185,0.19727,0.10062,2015
107,Burundi,108.0,-3.3730560000000000,29.918886000000000,157,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,2016
108,Burundi,108.0,-3.3730560000000000,29.918886000000000,154,2.90499997138977,0.09162256866693500,0.629793584346771,0.151610791683197,0.0599007532000542,0.20443518459796900,0.0841479450464249,2017
109,Burundi,108.0,-3.3730560000000000,29.918886000000000,156,2.905,0.091,0.627,0.145,0.065,0.149,0.076,2018
110,Burundi,108.0,-3.3730560000000000,29.918886000000000,145,3.775,0.046,0.447,0.38,0.22,0.17600000000000000,0.18,2019
681,Belarus,112.0,53.709807,27.953389,59,5.813,1.0319200000000000,1.23289,0.7360800000000000,0.37938,0.11046000000000000,0.1909,2015
682,Belarus,112.0,53.709807,27.953389,61,5.8020000000000000,1.1306200000000000,1.04993,0.6310400000000000,0.29091,0.13942000000000000,0.17457,2016
683,Belarus,112.0,53.709807,27.953389,67,5.5689997673034700,1.15655755996704,1.4449452161788900,0.6377142667770390,0.295400261878967,0.15513750910759,0.156313821673393,2017
684,Belarus,112.0,53.709807,27.953389,73,5.483,1.0390000000000000,1.4980000000000000,0.7,0.307,0.10100000000000000,0.154,2018
685,Belarus,112.0,53.709807,27.953389,81,5.3230000000000000,1.067,1.465,0.789,0.235,0.094,0.142,2019
240,Cambodia,116.0,12.565679,104.990963,145,3.819,0.46038,0.62736,0.61114,0.66246,0.40359,0.07247,2015
241,Cambodia,116.0,12.565679,104.990963,140,3.907,0.55604,0.5375,0.42494,0.5885200000000000,0.40339,0.08092,2016
242,Cambodia,116.0,12.565679,104.990963,129,4.1680002212524400,0.6017650961875920,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,2017
243,Cambodia,116.0,12.565679,104.990963,120,4.433,0.5490000000000000,1.088,0.457,0.696,0.256,0.065,2018
244,Cambodia,116.0,12.565679,104.990963,109,4.7,0.574,1.122,0.637,0.609,0.23200000000000000,0.062,2019
176,Cameroon,120.0,7.369722,12.354722,133,4.252,0.4225,0.8876700000000000,0.23402000000000000,0.49309,0.20618000000000000,0.05786,2015
177,Cameroon,120.0,7.369722,12.354722,114,4.513,0.5249700000000000,0.62542,0.12698000000000000,0.42736,0.2268,0.06126,2016
178,Cameroon,120.0,7.369722,12.354722,107,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.23629845678806300,0.0513066314160824,2017
179,Cameroon,120.0,7.369722,12.354722,99,4.975,0.535,0.8910000000000000,0.182,0.45400000000000000,0.183,0.043,2018
180,Cameroon,120.0,7.369722,12.354722,96,5.044,0.5490000000000000,0.91,0.331,0.381,0.187,0.037000000000000000,2019
696,Canada,124.0,56.130366,-106.34677100000000,5,7.4270000000000000,1.32629,1.32261,0.9056300000000000,0.63297,0.45811,0.32957,2015
697,Canada,124.0,56.130366,-106.34677100000000,6,7.404,1.44015,1.0961,0.8276,0.5737,0.44834000000000000,0.31329,2016
698,Canada,124.0,56.130366,-106.34677100000000,7,7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,2017
699,Canada,124.0,56.130366,-106.34677100000000,7,7.328000000000000,1.33,1.5320000000000000,0.8960000000000000,0.653,0.321,0.29100000000000000,2018
700,Canada,124.0,56.130366,-106.34677100000000,9,7.278,1.365,1.505,1.0390000000000000,0.584,0.285,0.308,2019
172,Central African Republic,140.0,6.611111,20.939444,148,3.678,0.0785,0.0,0.06699,0.48879000000000000,0.23835,0.08289000000000000,2015
173,Central African Republic,140.0,6.611111,20.939444,155,2.69300007820129,0.0,0.0,0.0187726859003305,0.270842045545578,0.280876487493515,0.0565650761127472,2017
174,Central African Republic,140.0,6.611111,20.939444,155,3.083,0.024,0.0,0.01,0.305,0.218,0.038,2018
175,Central African Republic,140.0,6.611111,20.939444,155,3.083,0.026000000000000000,0.0,0.105,0.225,0.235,0.035,2019
181,Sri Lanka,144.0,7.873054,80.77179700000000,132,4.271,0.83524,1.01905,0.70806,0.5372600000000000,0.40828000000000000,0.09179,2015
182,Sri Lanka,144.0,7.873054,80.77179700000000,117,4.415,0.9731800000000000,0.84783,0.62007,0.50817,0.46978000000000000,0.07964,2016
183,Sri Lanka,144.0,7.873054,80.77179700000000,120,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.49086356163024900,0.0736539661884308,2017
184,Sri Lanka,144.0,7.873054,80.77179700000000,116,4.471,0.9180000000000000,1.314,0.672,0.585,0.307,0.05,2018
185,Sri Lanka,144.0,7.873054,80.77179700000000,130,4.3660000000000000,0.9490000000000000,1.265,0.831,0.47,0.244,0.047,2019
280,Chad,148.0,15.454166,18.732207,149,3.667,0.34193,0.76062,0.1501,0.23501,0.18386,0.05269,2015
281,Chad,148.0,15.454166,18.732207,144,3.763,0.42214000000000000,0.63178,0.038240000000000000,0.12807000000000000,0.18667,0.04952,2016
282,Chad,148.0,15.454166,18.732207,137,3.9360001087188700,0.4380129873752590,0.953855872154236,0.0411347150802612,0.16234202682972000,0.21611385047435800,0.0535818822681904,2017
283,Chad,148.0,15.454166,18.732207,131,4.301,0.358,0.907,0.053,0.18900000000000000,0.18100000000000000,0.06,2018
284,Chad,148.0,15.454166,18.732207,132,4.35,0.35,0.7660000000000000,0.192,0.174,0.198,0.078,2019
10,Chile,152.0,-35.675147000000000,-71.542969,27,6.67,1.10715,1.12447,0.85857,0.44132,0.33363000000000000,0.12869,2015
11,Chile,152.0,-35.675147000000000,-71.542969,24,6.705,1.2167,0.9058700000000000,0.8188300000000000,0.37789,0.31595,0.11451000000000000,2016
12,Chile,152.0,-35.675147000000000,-71.542969,20,6.65199995040894,1.25278460979462,1.28402495384216,0.8194797039031980,0.376895278692245,0.3266624212265010,0.0822879821062088,2017
13,Chile,152.0,-35.675147000000000,-71.542969,25,6.476,1.131,1.331,0.8080000000000000,0.431,0.19700000000000000,0.061,2018
14,Chile,152.0,-35.675147000000000,-71.542969,26,6.444,1.159,1.369,0.92,0.35700000000000000,0.187,0.056000000000000000,2019
471,China,156.0,35.86166,104.195397,84,5.14,0.89012,0.94675,0.81658,0.5169700000000000,0.08185,0.02781,2015
472,China,156.0,35.86166,104.195397,83,5.245,1.0278,0.79381,0.73561,0.44012000000000000,0.049590000000000000,0.02745,2016
473,China,156.0,35.86166,104.195397,79,5.2729997634887700,1.08116579055786,1.16083741188049,0.741415500640869,0.47278770804405200,0.0288068410009146,0.0227942746132612,2017
474,China,156.0,35.86166,104.195397,86,5.246,0.9890000000000000,1.1420000000000000,0.799,0.597,0.029000000000000000,0.10300000000000000,2018
475,China,156.0,35.86166,104.195397,93,5.191,1.0290000000000000,1.125,0.893,0.521,0.058000000000000000,0.1,2019
153,Colombia,170.0,4.570868,-74.297333,33,6.477,0.91861,1.2401800000000000,0.69077,0.53466,0.18401000000000000,0.0512,2015
154,Colombia,170.0,4.570868,-74.297333,31,6.481,1.0303200000000000,1.02169,0.59659,0.44735,0.15626000000000000,0.053990000000000000,2016
155,Colombia,170.0,4.570868,-74.297333,36,6.35699987411499,1.07062232494354,1.4021829366684000,0.595027923583984,0.47748741507530200,0.14901447296142600,0.0466687418520451,2017
156,Colombia,170.0,4.570868,-74.297333,37,6.26,0.96,1.439,0.635,0.531,0.099,0.039,2018
157,Colombia,170.0,4.570868,-74.297333,43,6.125,0.985,1.41,0.841,0.47,0.099,0.034,2019
89,Comoros,174.0,-11.875001,43.872219,140,3.9560000000000000,0.23906,0.79273,0.36315,0.22917000000000000,0.17441000000000000,0.19900000000000000,2015
90,Comoros,174.0,-11.875001,43.872219,138,3.9560000000000000,0.27509,0.60323,0.29981000000000000,0.15412,0.1827,0.18437,2016
91,Comoros,174.0,-11.875001,43.872219,142,3.9730000000000000,0.27400000000000000,0.757,0.505,0.142,0.275,0.078,2019
221,Costa Rica,188.0,9.748917,-83.753428,12,7.226,0.95578,1.2378800000000000,0.8602700000000000,0.63376,0.25497,0.10583,2015
222,Costa Rica,188.0,9.748917,-83.753428,14,7.087000000000000,1.06879,1.02152,0.76146,0.55225,0.22553,0.10547000000000000,2016
223,Costa Rica,188.0,9.748917,-83.753428,12,7.0789999961853,1.10970628261566,1.4164036512374900,0.7595092654228210,0.580131649971008,0.21461322903633100,0.100106589496136,2017
224,Costa Rica,188.0,9.748917,-83.753428,13,7.072,1.01,1.459,0.8170000000000000,0.632,0.14300000000000000,0.10100000000000000,2018
225,Costa Rica,188.0,9.748917,-83.753428,12,7.167000000000000,1.034,1.4410000000000000,0.963,0.5580000000000000,0.14400000000000000,0.09300000000000000,2019
586,Croatia,191.0,45.1,15.2,62,5.7590000000000000,1.08254,0.79624,0.78805,0.25883,0.054440000000000000,0.0243,2015
587,Croatia,191.0,45.1,15.2,74,5.4880000000000000,1.18649,0.6080900000000000,0.70524,0.23907000000000000,0.18434,0.04002,2016
588,Croatia,191.0,45.1,15.2,77,5.2930002212524400,1.22255623340607,0.9679830074310300,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,2017
589,Croatia,191.0,45.1,15.2,82,5.321000000000000,1.115,1.161,0.737,0.38,0.12,0.039,2018
590,Croatia,191.0,45.1,15.2,75,5.432,1.155,1.266,0.914,0.29600000000000000,0.11900000000000000,0.022000000000000000,2019
466,Cyprus,196.0,35.126413,33.429859,67,5.689,1.20813,0.89318,0.92356,0.40672000000000000,0.30638000000000000,0.06146,2015
467,Cyprus,196.0,35.126413,33.429859,69,5.546,1.31857,0.70697,0.8488,0.29507,0.27906,0.05228000000000000,2016
468,Cyprus,196.0,35.126413,33.429859,65,5.62099981307983,1.3559380769729600,1.13136327266693,0.84471470117569,0.35511153936386100,0.271254301071167,0.0412379764020443,2017
469,Cyprus,196.0,35.126413,33.429859,61,5.7620000000000000,1.229,1.1910000000000000,0.909,0.423,0.20200000000000000,0.035,2018
470,Cyprus,196.0,35.126413,33.429859,49,6.046,1.263,1.2230000000000000,1.042,0.406,0.19,0.041000000000000000,2019
216,Benin,204.0,9.30769,2.315834,155,3.34,0.28665,0.35386,0.3191,0.4845,0.1826,0.0801,2015
217,Benin,204.0,9.30769,2.315834,153,3.484,0.39499,0.10419,0.21028000000000000,0.39747,0.2018,0.06681000000000000,2016
218,Benin,204.0,9.30769,2.315834,143,3.65700006484985,0.43108540773391700,0.43529984354972800,0.20993021130561800,0.4259627759456630,0.207948461174965,0.0609290152788162,2017
219,Benin,204.0,9.30769,2.315834,136,4.141,0.37800000000000000,0.37200000000000000,0.24,0.44,0.163,0.067,2018
220,Benin,204.0,9.30769,2.315834,102,4.883,0.39300000000000000,0.43700000000000000,0.397,0.349,0.175,0.08200000000000000,2019
701,Denmark,208.0,56.26392,9.501785,3,7.527,1.32548,1.36058,0.87464,0.6493800000000000,0.34139,0.48357,2015
702,Denmark,208.0,56.26392,9.501785,1,7.526,1.4417800000000000,1.16374,0.79504,0.5794100000000000,0.36171,0.44453000000000000,2016
703,Denmark,208.0,56.26392,9.501785,2,7.52199983596802,1.48238301277161,1.55112159252167,0.7925655245780940,0.626006722450256,0.3552804887294770,0.40077006816864000,2017
704,Denmark,208.0,56.26392,9.501785,3,7.555,1.351,1.59,0.868,0.6830000000000000,0.284,0.408,2018
705,Denmark,208.0,56.26392,9.501785,2,7.6,1.383,1.5730000000000000,0.996,0.5920000000000000,0.252,0.41,2019
319,Dominican Republic,214.0,18.735693000000000,-70.162651,98,4.885,0.8953700000000000,1.17202,0.66825,0.57672,0.21684,0.14234000000000000,2015
320,Dominican Republic,214.0,18.735693000000000,-70.162651,89,5.155,1.02787,0.9949600000000000,0.5766900000000000,0.52259,0.21286,0.12372000000000000,2016
321,Dominican Republic,214.0,18.735693000000000,-70.162651,86,5.230000019073490,1.07937383651733,1.4024167060852100,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,2017
322,Dominican Republic,214.0,18.735693000000000,-70.162651,83,5.3020000000000000,0.982,1.4410000000000000,0.614,0.578,0.12,0.106,2018
323,Dominican Republic,214.0,18.735693000000000,-70.162651,77,5.425,1.015,1.401,0.779,0.49700000000000000,0.113,0.10100000000000000,2019
116,Ecuador,218.0,-1.8312390000000000,-78.183406,48,5.975,0.8640200000000000,0.99903,0.79075,0.48574000000000000,0.11541000000000000,0.1809,2015
117,Ecuador,218.0,-1.8312390000000000,-78.183406,51,5.976,0.97306,0.85974,0.68613,0.4027,0.10074,0.18037,2016
118,Ecuador,218.0,-1.8312390000000000,-78.183406,44,6.00799989700317,1.00082039833069,1.2861688137054400,0.685636222362518,0.4551981985569,0.15011246502399400,0.140134647488594,2017
119,Ecuador,218.0,-1.8312390000000000,-78.183406,48,5.973,0.889,1.33,0.736,0.556,0.114,0.12,2018
120,Ecuador,218.0,-1.8312390000000000,-78.183406,50,6.028,0.912,1.3120000000000000,0.868,0.498,0.126,0.087,2019
260,El Salvador,222.0,13.794185,-88.89653,42,6.13,0.76454,1.0250700000000000,0.67737,0.4035,0.10692,0.11776000000000000,2015
261,El Salvador,222.0,13.794185,-88.89653,46,6.068,0.8737,0.80975,0.596,0.37269,0.08877,0.10613,2016
262,El Salvador,222.0,13.794185,-88.89653,45,6.0029997825622600,0.9097844958305360,1.1821250915527300,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,2017
263,El Salvador,222.0,13.794185,-88.89653,40,6.167000000000000,0.8060000000000000,1.2310000000000000,0.639,0.461,0.065,0.08200000000000000,2018
264,El Salvador,222.0,13.794185,-88.89653,35,6.253000000000000,0.794,1.242,0.789,0.43,0.09300000000000000,0.07400000000000000,2019
211,Ethiopia,231.0,9.145,40.489673000000000,122,4.512,0.19073000000000000,0.60406,0.44055,0.4345,0.24325,0.15048,2015
212,Ethiopia,231.0,9.145,40.489673000000000,115,4.508,0.29283000000000000,0.37932,0.34578000000000000,0.36703,0.29522,0.1717,2016
213,Ethiopia,231.0,9.145,40.489673000000000,119,4.46000003814697,0.339233845472336,0.8646692037582400,0.35340970754623400,0.408842742443085,0.31265074014663700,0.16545571386814100,2017
214,Ethiopia,231.0,9.145,40.489673000000000,127,4.35,0.308,0.95,0.391,0.452,0.22,0.146,2018
215,Ethiopia,231.0,9.145,40.489673000000000,134,4.2860000000000000,0.336,1.033,0.532,0.344,0.209,0.1,2019
711,Estonia,233.0,58.595272000000000,25.013607,73,5.429000000000000,1.15174,1.22791,0.77361,0.44888,0.0868,0.15184,2015
